s_no,title,body,industry,Region,source,time
723,Procurement of 0834-2340SH23A399/02 Large frame movie camera(1),"0834-2340SH23A399/02,Large frame movie camera",Education ,ChinaShanghai,Currency,10-17-2023
724,Procurement of 0834-2340SH23A399/01 SZ zoom movie lens group(1),"0834-2340SH23A399/01,SZ zoom movie lens group",Education ,ChinaShanghai,Currency,10-17-2023
725,"Procurement of 4197-2340SHJT0002/38 Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd(1)","4197-2340SHJT0002/38,Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaShanghai,Currency,10-17-2023
726,"Procurement of 4197-2340SHJT0002/28 Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd(1)","4197-2340SHJT0002/28,Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaShanghai,Currency,10-17-2023
727,"Procurement of 4197-2340SHJT0002/27 Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd(1)","4197-2340SHJT0002/27,Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaShanghai,Currency,10-17-2023
728,Procurement of 2377-23423003NHNJ Plasma chemical vapour deposition machines and other equipment(1),"2377-23423003NHNJ,Plasma chemical vapour deposition machines and other equipment",Manufacture of Special-purpose Machinery,ChinaZhejiang,Currency,10-17-2023
729,Procurement of 2377-23423004NHNJ photolithography(1),"2377-23423004NHNJ,photolithography",Manufacture of Special-purpose Machinery,ChinaZhejiang,Currency,10-17-2023
730,"Procurement of 4197-2340SHJT0002/39 Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd(1)","4197-2340SHJT0002/39,Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaShanghai,Currency,10-17-2023
731,Procurement of 4197-234BOECY0001/79 BOE G6 New Semiconductor Display Device Production Line Project(1),"4197-234BOECY0001/79,BOE G6 New Semiconductor Display Device Production Line Project","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaBeijing,Currency,10-17-2023
732,Procurement of 4197-234BOECY0001/78 BOE G6 New Semiconductor Display Device Production Line Project(1),"4197-234BOECY0001/78,BOE G6 New Semiconductor Display Device Production Line Project","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaBeijing,Currency,10-17-2023
733,Procurement of 0811-234DSITC2675 Plasma air disinfection machine(1),"0811-234DSITC2675,Plasma air disinfection machine",Health ,ChinaShanghai,Currency,10-17-2023
734,Procurement of 0811-234DSITC2676 flow cytometry (1),"0811-234DSITC2676,flow cytometry ",Health ,ChinaShanghai,Currency,10-17-2023
735,Procurement of 4197-234BOECY0001/77 BOE G6 New Semiconductor Display Device Production Line Project(1),"4197-234BOECY0001/77,BOE G6 New Semiconductor Display Device Production Line Project","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaBeijing,Currency,10-17-2023
736,Procurement of 4197-234BOECY0001/80 BOE G6 New Semiconductor Display Device Production Line Project(1),"4197-234BOECY0001/80,BOE G6 New Semiconductor Display Device Production Line Project","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaBeijing,Currency,10-17-2023
737,Procurement of 2377-23423001NHNJ Laser Direct Writing Machine(1),"2377-23423001NHNJ,Laser Direct Writing Machine",Manufacture of Special-purpose Machinery,ChinaZhejiang,Currency,10-17-2023
738,Procurement of 0720-2340zbzx0220 PetroChina Guangxi Petrochemical Company 270000 tons per year of epoxy propane and 600000 tons per year of styrene (including ethylbenzene) plant Molten salt feed pump,0720-2340zbzx0220,"Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaGuangxi,Currency,10-17-2023
739,Procurement of 0664-2340SUMECK31 Automatic winder(1),"0664-2340SUMECK31,Automatic winder",Textile Industry,ChinaZhejiang,Currency,10-17-2023
740,Procurement of 0720-2340zbzx0233 Downhole Tools(1),"0720-2340zbzx0233,Downhole Tools",Petroleum and Natural Gas Extraction,ChinaTianjin,Currency,10-17-2023
741,Procurement of 4197-214BOEFZ0001/91 Equipment Procurement Project of Fuzhou G8.5 New Semiconductor Display Device(1),"4197-214BOEFZ0001/91,Equipment Procurement Project of Fuzhou G8.5 New Semiconductor Display Device","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaFujian,Currency,10-17-2023
742,Procurement of 2469-234CY060ZBGJ Jining medical equipment procurement project (1),"2469-234CY060ZBGJ,Jining medical equipment procurement project ",Health ,ChinaShandong,Currency,10-17-2023
743,Procurement of 0712-234012303041 BRICI-Analysis and testing platform scientific research equipment construction project Ultramicrotome(1),"0712-234012303041,BRICI-Analysis and testing platform scientific research equipment construction project Ultramicrotome","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaBeijing,Currency,10-17-2023
744,Procurement of 0705-234305036001 Analysis and testing instruments(1),"0705-234305036001,Analysis and testing instruments",Ecological Protection and Environmental Treatment ,ChinaShanghai,Currency,10-17-2023
745,Procurement of 0811-234DSITC2659 Frozen microtome(1),"0811-234DSITC2659,Frozen microtome",Education ,ChinaShanghai,Currency,10-17-2023
746,Procurement of 0655-2341NIT1029N/01 Cixi City integrated traditional Chinese and Western medicine medical health Group Shengshan branch medical equipment procurement project(1),"0655-2341NIT1029N/01,Cixi City integrated traditional Chinese and Western medicine medical health Group Shengshan branch medical equipment procurement",Health ,ChinaZhejiang,Currency,10-17-2023
747,Procurement of 0655-2341NIT1029N/02 Cixi City integrated traditional Chinese and Western medicine medical health Group Shengshan branch medical equipment procurement project(1),"0655-2341NIT1029N/02,Cixi City integrated traditional Chinese and Western medicine medical health Group Shengshan branch medical equipment procurement",Health ,ChinaZhejiang,Currency,10-17-2023
748,Procurement of 0811-234DSITC2635 Contact Angle tester(1),"0811-234DSITC2635,Contact Angle tester",Education ,ChinaShanghai,Currency,10-17-2023
749,Procurement of 0811-234DSITC2625 Bench freeze-drying system(1),"0811-234DSITC2625,Bench freeze-drying system",Education ,ChinaShanghai,Currency,10-17-2023
750,Procurement of 2370-234ZYZB01204 Harbin Medical University Affiliated First Hospital Cell 3D Printer and Other Equipment Project(1),"2370-234ZYZB01204,Harbin Medical University Affiliated First Hospital Cell 3D Printer and Other Equipment Project",Health ,ChinaHeilongjiang,Currency,10-17-2023
751,Procurement of 0811-234DSITC2623 Plasma surface treatment instrument(1),"0811-234DSITC2623,Plasma surface treatment instrument",Education ,ChinaShanghai,Currency,10-17-2023
752,Procurement of 0811-234DSITC2652 Fully enclosed tissue dehydrator(1),"0811-234DSITC2652,Fully enclosed tissue dehydrator",Education ,ChinaShanghai,Currency,10-17-2023
753,Procurement of 0679-234NFTHDP060 Brake caliper machining center(1),"0679-234NFTHDP060, Brake caliper machining center","Manufacture of Railway, Ship ,Aerospace and Other Transport Equipment ",ChinaChongqing,Currency,10-17-2023
754,Procurement of 0811-234DSITC2603 Miniature pressure conduit system(1),"0811-234DSITC2603,Miniature pressure conduit system",Education ,ChinaShanghai,Currency,10-17-2023
755,Procurement of 0811-234DSITC2604 Table refrigerated centrifuge(1),"0811-234DSITC2604,Table refrigerated centrifuge",Education ,ChinaShanghai,Currency,10-17-2023
756,Procurement of 0811-234DSITC2736 Frozen microtome(1),"0811-234DSITC2736,Frozen microtome",Education ,ChinaShanghai,Currency,10-17-2023
757,Procurement of 0834-2341SH23A400 Flexible semiconductor display magnetron sputtering equipment(1),"0834-2341SH23A400,Flexible semiconductor display magnetron sputtering equipment",Education ,ChinaShanghai,Currency,10-17-2023
758,Procurement of 0730-234011020035/68 Double Finger Capacitive Touch Panel Performance Test Machine(2),"0730-234011020035/68,Double Finger Capacitive Touch Panel Performance Test Machine","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaAnhui,Currency,10-17-2023
759,Procurement of 3557-234RXJD23003/06 Medical consumables procurement (imported) of Hegang People's Hospital (secondary)(2),"3557-234RXJD23003/06,Medical consumables procurement (imported) of Hegang People's Hospital (secondary)",Health ,ChinaHeilongjiang,Currency,10-17-2023
760,Procurement of 3557-234RXJD23003/05 Medical consumables procurement (imported) of Hegang People's Hospital (secondary)(2),"3557-234RXJD23003/05,Medical consumables procurement (imported) of Hegang People's Hospital (secondary)",Health ,ChinaHeilongjiang,Currency,10-17-2023
761,Procurement of 3557-234RXJD23003/01 Medical consumables procurement (imported) of Hegang People's Hospital (secondary)(2),"3557-234RXJD23003/01,Medical consumables procurement (imported) of Hegang People's Hospital (secondary)",Health ,ChinaHeilongjiang,Currency,10-17-2023
762,Procurement of 3557-234RXJD23003/02 Medical consumables procurement (imported) of Hegang People's Hospital (secondary)(2),"3557-234RXJD23003/02,Medical consumables procurement (imported) of Hegang People's Hospital (secondary)",Health ,ChinaHeilongjiang,Currency,10-17-2023
763,Procurement of 0730-234011020035/70 Automatic laminating machine(1),"0730-234011020035/70,Automatic laminating machine","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaAnhui,Currency,10-17-2023
764,Procurement of 0811-234DSITC1979 Small molecule metabolism mass spectrometer(1),"0811-234DSITC1979,Small molecule metabolism mass spectrometer",Health ,ChinaShanghai,Currency,10-17-2023
765,Procurement of 0811-234DSITC2721 Hyperscope(1),"0811-234DSITC2721,Hyperscope",Health ,ChinaShanghai,Currency,10-17-2023
766,"Procurement of 4197-214BOECQ0002/24 Project of 30k Production Expansion of G8.5 New Semiconductor Display Device of Chongqing BOE Optoelectronics Technology Co., Ltd.(1)","4197-214BOECQ0002/24,Project of 30k Production Expansion of G8.5 New Semiconductor Display Device of Chongqing BOE Optoelectronics Technology","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaChongqing,Currency,10-17-2023
767,Procurement of 0834-2341SH23A404 Neural Signal Acquisition and Processing System(1),"0834-2341SH23A404,Neural Signal Acquisition and Processing System",Research and Experimental Development,ChinaShanghai,Currency,10-17-2023
768,Procurement of 4197-234VISIONOX4/40 6th generation flexible active matrix organic light-emitting display (AMOLED) module production line project(1),"4197-234VISIONOX4/40,6th generation flexible active matrix organic light-emitting display  (AMOLED) module production line project","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaAnhui,Currency,10-17-2023
769,Procurement of 4197-234VISIONOX4/41 6th generation flexible active matrix organic light-emitting display (AMOLED) module production line project(1),"4197-234VISIONOX4/41,6th generation flexible active matrix organic light-emitting display  (AMOLED) module production line project","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaAnhui,Currency,10-17-2023
770,Procurement of 0622-234036012066/06 Procurement of medical equipment(1),"0622-234036012066/06,Procurement of medical equipment",Health ,ChinaAnhui,Currency,10-17-2023
771,Procurement of 0622-234036012066/03 Procurement of medical equipment(1),"0622-234036012066/03,Procurement of medical equipment",Health ,ChinaAnhui,Currency,10-17-2023
772,Procurement of 0622-234036012066/09 Procurement of medical equipment(1),"0622-234036012066/09,Procurement of medical equipment",Health ,ChinaAnhui,Currency,10-17-2023
773,Procurement of 0622-234036012066/10 Procurement of medical equipment(1),"0622-234036012066/10,Procurement of medical equipment",Health ,ChinaAnhui,Currency,10-17-2023
774,Procurement of 0622-234036012066/08 Procurement of medical equipment(1),"0622-234036012066/08,Procurement of medical equipment",Health ,ChinaAnhui,Currency,10-17-2023
775,Procurement of 0622-234036012066/11 Procurement of medical equipment(1),"0622-234036012066/11,Procurement of medical equipment",Health ,ChinaAnhui,Currency,10-17-2023
776,Procurement of 0622-234036012066/07 Procurement of medical equipment(1),"0622-234036012066/07,Procurement of medical equipment",Health ,ChinaAnhui,Currency,10-17-2023
777,Procurement of 0622-234036012066/05 Procurement of medical equipment(1),"0622-234036012066/05,Procurement of medical equipment",Health ,ChinaAnhui,Currency,10-17-2023
778,Procurement of 0622-234036012066/16 Procurement of medical equipment(1),"0622-234036012066/16,Procurement of medical equipment",Health ,ChinaAnhui,Currency,10-17-2023
779,Procurement of 0622-234036012066/13 Procurement of medical equipment(1),"0622-234036012066/13,Procurement of medical equipment",Health ,ChinaAnhui,Currency,10-17-2023
780,Procurement of 0622-234036012066/14 Procurement of medical equipment(1),"0622-234036012066/14,Procurement of medical equipment",Health ,ChinaAnhui,Currency,10-17-2023
781,Procurement of 0622-234036012066/17 Procurement of medical equipment(1),"0622-234036012066/17,Procurement of medical equipment",Health ,ChinaAnhui,Currency,10-17-2023
782,Procurement of 0622-234036012066/04 Procurement of medical equipment(1),"0622-234036012066/04,Procurement of medical equipment",Health ,ChinaAnhui,Currency,10-17-2023
783,Procurement of 0622-234036012066/01 Procurement of medical equipment(1),"0622-234036012066/01,Procurement of medical equipment",Health ,ChinaAnhui,Currency,10-17-2023
784,Procurement of 0622-234036012066/19 Procurement of medical equipment(1),"0622-234036012066/19,Procurement of medical equipment",Health ,ChinaAnhui,Currency,10-17-2023
785,Procurement of 0622-234036012066/02 Procurement of medical equipment(1),"0622-234036012066/02,Procurement of medical equipment",Health ,ChinaAnhui,Currency,10-17-2023
786,Procurement of 0622-234036012066/12 Procurement of medical equipment(1),"0622-234036012066/12,Procurement of medical equipment",Health ,ChinaAnhui,Currency,10-17-2023
787,Procurement of 0622-234036012066/18 Procurement of medical equipment(1),"0622-234036012066/18,Procurement of medical equipment",Health ,ChinaAnhui,Currency,10-17-2023
788,Procurement of 0622-234036012066/15 Procurement of medical equipment(1),"0622-234036012066/15,Procurement of medical equipment",Health ,ChinaAnhui,Currency,10-17-2023
789,Procurement of 0729-234OIT290222 Procurement project of high-precision scanning electron microscope equipment for Songshan Lake Materials Laboratory(1),"0729-234OIT290222,Procurement project of high-precision scanning electron microscope equipment for Songshan Lake Materials Laboratory",Science and Technology Popularization and Application Services,ChinaGuangdong,Currency,10-17-2023
790,Procurement of 0626-234230110063 Frozen nanomanipulator(2),"0626-234230110063,Frozen nanomanipulator",Research and Experimental Development,ChinaJiangsu,Currency,10-17-2023
791, Procurement of 0626-234230110061 High resolution Raman spectrometer(2),"0626-234230110061,High resolution Raman spectrometer",Research and Experimental Development,ChinaJiangsu,Currency,10-17-2023
792,Procurement of 0729-234OIT290221 Songshan Lake Materials Laboratory High Pressure Wafer Bonding Equipment Procurement Project(1),"0729-234OIT290221,Songshan Lake Materials Laboratory High Pressure Wafer Bonding Equipment Procurement Project",Science and Technology Popularization and Application Services,ChinaGuangdong,Currency,10-17-2023
793,Procurement of 0712-234012303036 RIPP-Trace Impurity Analysis Instrument Project Wavelength X-ray fluorescence spectra(2),"0712-234012303036,RIPP-Trace Impurity Analysis Instrument Project Wavelength X-ray fluorescence spectra","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaBeijing,Currency,10-17-2023
794,Procurement of 2559-234MT2309012 refer to Chinese(2),"2559-234MT2309012,refer to Chinese","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaShanghai,Currency,10-17-2023
795,Procurement of 0712-234012303030/03 Shikanyuan -2022 Project for Procurement of Laboratory Instruments and Equipment of the General Institute Resolution 193HD Laser Ablation System(2),"0712-234012303030/03,Shikanyuan -2022 Project for Procurement of Laboratory Instruments and Equipment of the General Institute Resolution ","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaBeijing,Currency,10-17-2023
796,Procurement of 0712-234022303111 Control Gate Valve 1 Set for Sinopec Jinling Petrochemical Company(2),"0712-234022303111,Control Gate Valve 1 Set for Sinopec Jinling Petrochemical Company","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaJiangsu,Currency,10-17-2023
797,Procurement of 3109-234Z20233070 Purchase Project of Plasma energy analyzer of Shanghai University(1),"3109-234Z20233070,Purchase Project of Plasma energy analyzer of Shanghai University",Education ,ChinaShanghai,Currency,10-17-2023
798,"Procurement of 0834-2341SH23A340 Large target CMOS camera, Li Zhengdao Institute, Shanghai Jiao Tong University(2)","0834-2341SH23A340,Large target CMOS camera, Li Zhengdao Institute, Shanghai Jiao Tong University",Education ,ChinaShanghai,Currency,10-17-2023
799,Procurement of 3109-234Z20233071 Purchase Project of Customized photoresist molecular measurement system of Shanghai University(1),"3109-234Z20233071,Purchase Project of Customized photoresist molecular measurement system of Shanghai University",Education ,ChinaShanghai,Currency,10-17-2023
800,Procurement of 0809-2340ZHI13055 Procurement Project of MTU Jinwan Factory MRO FPI Line(1),"0809-2340ZHI13055,Procurement Project of MTU Jinwan Factory MRO FPI Line",Manufacture of Special-purpose Machinery,ChinaGuangdong,Currency,10-17-2023
801,Procurement of 0773-2341SHHW0068 reference to Chinese(2),"0773-2341SHHW0068,reference to Chinese","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaShanghai,Currency,10-16-2023
802,Procurement of 1069-234Z20233257 Biological X irradiance procurement project(1),"1069-234Z20233257,Biological X irradiance procurement project",Manufacture of Special-purpose Machinery,ChinaShanghai,Currency,10-16-2023
803,Procurement of 0739-2341G017CHIN MAIN STEAM SYSTEM SAFETY VALVES FOR JIANGSU LVNENG NPP PROJECT(1),"0739-2341G017CHIN,MAIN STEAM SYSTEM SAFETY VALVES FOR JIANGSU LVNENG NPP PROJECT",Production and Supply of Electric Power and Heat Power,ChinaJiangsu,Currency,10-16-2023
804,Procurement of 0712-234022303089 Regulating Valve 4 Sets for Sinopec Anqing Petrochemical Company(2),"0712-234022303089,Regulating Valve 4 Sets for Sinopec Anqing Petrochemical Company","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaAnhui,Currency,10-16-2023
805,Procurement of 1069-234Z20233256 Procurement of in vitro multichannel electrophysiology and calcium imaging systems(1),"1069-234Z20233256,Procurement of in vitro multichannel electrophysiology and calcium imaging systems",Manufacture of Special-purpose Machinery,ChinaShanghai,Currency,10-16-2023
806,Procurement of 0687-234020230070 Sichuan University West China Hospital ultra-high resolution 3D scanning electron microscope procurement project(1),"0687-234020230070,Sichuan University West China Hospital ultra-high resolution 3D scanning electron microscope procurement project",Health ,ChinaSichuan,Currency,10-16-2023
807,"Procurement of 4197-2340SHJT0002/10 Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd(1)","4197-2340SHJT0002/10,Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaShanghai,Currency,10-16-2023
808,Procurement of 0613-234022125007/16 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125007/16,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
809,Procurement of 0613-234022125007/15 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125007/15,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
810,Procurement of 0613-234022125007/14 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125007/14,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
811,Procurement of 0613-234022125007/13 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125007/13,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
812,Procurement of 0613-234022125007/10 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125007/10,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
813,Procurement of 0613-234022125007/11 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125007/11,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
814,Procurement of 0613-234022125007/12 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125007/12,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
815,Procurement of 0613-234022125007/08 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125007/08,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
816,Procurement of 0613-234022125007/09 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125007/09,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
817,Procurement of 0613-234022125007/07 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125007/07,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
818,Procurement of 0613-234022125007/06 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125007/06,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
819,Procurement of 0613-234022125007/04 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125007/04,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
820,Procurement of 0613-234022125007/05 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125007/05,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
821,Procurement of 0613-234022125007/03 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125007/03,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
822,Procurement of 0613-234022125007/01 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125007/01,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
823,Procurement of 0613-234022125007/02 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125007/02,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
824,Procurement of 0679-234DFGZBT054 Product Science Dual Dynamometer Electric Assembly Test Bench(2),"0679-234DFGZBT054,Product Science Dual Dynamometer Electric Assembly Test Bench","Manufacture of Railway, Ship ,Aerospace and Other Transport Equipment ",ChinaGuangdong,Currency,10-16-2023
825,"Procurement of 4197-2340SHJT0002/34 Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd(1)","4197-2340SHJT0002/34,Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaShanghai,Currency,10-16-2023
826,"Procurement of 4197-2340SHJT0002/31 Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd(1)","4197-2340SHJT0002/31,Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaShanghai,Currency,10-16-2023
827,Procurement of 0613-234024104800 Human machine interaction data acquisition equipment(2),"0613-234024104800,Human machine interaction data acquisition equipment",Education ,ChinaShanghai,Currency,10-16-2023
828,"Procurement of 4197-2340SHJT0002/26 Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd(1)","4197-2340SHJT0002/26,Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaShanghai,Currency,10-16-2023
829,Procurement of 0660-2340GMT23177 Yangzhou Taizhou AirPort Phase II expansion project ATC equipment procurement(1),"0660-2340GMT23177,Yangzhou Taizhou AirPort Phase II expansion project ATC equipment procurement",Water Transport,ChinaJiangsu,Currency,10-16-2023
830,Procurement of 0613-234024104962 Film and television lighting equipment(1),"0613-234024104962,Film and television lighting equipment",Education ,ChinaShanghai,Currency,10-16-2023
831,Procurement of 0720-2340zbzx0227 H-EVA Plant(1),"0720-2340zbzx0227,H-EVA Plant","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaGuangxi,Currency,10-16-2023
832,Procurement of 0720-2340zbzx0213 TEMPERATURE AND PRESSURE REDUCER(1),"0720-2340zbzx0213,TEMPERATURE AND PRESSURE REDUCER","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaGuangxi,Currency,10-16-2023
833,Procurement of 0633-234111061479 Jinhong Company's 2023 Equipment Leveling and Replenishment Project.(Carding machine+cotton box)(2),"0633-234111061479,Jinhong Company's 2023 Equipment Leveling and Replenishment Project.(Carding machine+cotton box)",Textile Industry,ChinaGuangxi,Currency,10-16-2023
834,Procurement of 0811-234DSITC2672 CAD/CAM(1),"0811-234DSITC2672,CAD/CAM",Health ,ChinaShanghai,Currency,10-16-2023
835,Procurement of 0613-234022125008/02 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125008/02,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
836,Procurement of 0613-234022125006 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125006,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
837,Procurement of 0613-234022125008/04 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125008/04,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
838,Procurement of 0613-234022125008/03 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125008/03,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
839,Procurement of 1214-234010305DWF Ultra high definition gastroscopy system Purchasing Project(1),"1214-234010305DWF,Ultra high definition gastroscopy system Purchasing Project",Health ,ChinaJiangsu,Currency,10-16-2023
840,Procurement of 0613-234022125008/01 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125008/01,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
841,Procurement of 1698-234SQGJ23066 physical fitness equipment procurement for construction phase II of Shanghai Modern Industry Institute of Exercise Health Promotion(1),"1698-234SQGJ23066,physical fitness equipment procurement for construction phase II of Shanghai Modern Industry Institute of Exercise Health Promotion",Manufacture of Special-purpose Machinery,ChinaShanghai,Currency,10-16-2023
842,Procurement of 0613-234022125010/01 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125010/01,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
843,Procurement of 0613-234022125010/02 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125010/02,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
844,Procurement of 0613-234022125009/02 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125009/02,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
845,Procurement of 0613-234022125009/01 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125009/01,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
846,Procurement of 0613-234022123754/07 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022123754/07,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
